2023-06-20 10:19:09.184664: [training]
2023-06-20 10:19:21.569020: iter: [1/100], train_loss: 4.985976, valid_loss: 0.258732, best_valid_loss: 0.258732
2023-06-20 10:19:22.822665: iter: [2/100], train_loss: 2.231733, valid_loss: 0.128957, best_valid_loss: 0.128957
2023-06-20 10:19:24.141138: iter: [3/100], train_loss: 1.190536, valid_loss: 0.075102, best_valid_loss: 0.075102
2023-06-20 10:19:25.450635: iter: [4/100], train_loss: 0.663291, valid_loss: 0.048117, best_valid_loss: 0.048117
2023-06-20 10:19:26.739185: iter: [5/100], train_loss: 0.445381, valid_loss: 0.044330, best_valid_loss: 0.044330
2023-06-20 10:19:28.021754: iter: [6/100], train_loss: 0.340342, valid_loss: 0.031633, best_valid_loss: 0.031633
2023-06-20 10:19:29.292354: iter: [7/100], train_loss: 0.282617, valid_loss: 0.014334, best_valid_loss: 0.014334
2023-06-20 10:19:30.563951: iter: [8/100], train_loss: 0.164304, valid_loss: 0.012151, best_valid_loss: 0.012151
2023-06-20 10:19:31.824579: iter: [9/100], train_loss: 0.139499, valid_loss: 0.010288, best_valid_loss: 0.010288
2023-06-20 10:19:33.122107: iter: [10/100], train_loss: 0.098868, valid_loss: 0.009460, best_valid_loss: 0.009460
2023-06-20 10:19:34.375753: iter: [11/100], train_loss: 0.087667, valid_loss: 0.008110, best_valid_loss: 0.008110
2023-06-20 10:19:35.692231: iter: [12/100], train_loss: 0.082431, valid_loss: 0.008041, best_valid_loss: 0.008041
2023-06-20 10:19:36.966820: iter: [13/100], train_loss: 0.079347, valid_loss: 0.007818, best_valid_loss: 0.007818
2023-06-20 10:19:38.268338: iter: [14/100], train_loss: 0.075376, valid_loss: 0.007661, best_valid_loss: 0.007661
2023-06-20 10:19:39.527966: iter: [15/100], train_loss: 0.074361, valid_loss: 0.006980, best_valid_loss: 0.006980
2023-06-20 10:19:41.092780: iter: [16/100], train_loss: 0.072153, valid_loss: 0.006520, best_valid_loss: 0.006520
2023-06-20 10:19:42.363380: iter: [17/100], train_loss: 0.070013, valid_loss: 0.005741, best_valid_loss: 0.005741
2023-06-20 10:19:43.673874: iter: [18/100], train_loss: 0.068576, valid_loss: 0.005413, best_valid_loss: 0.005413
2023-06-20 10:19:44.934502: iter: [19/100], train_loss: 0.064799, valid_loss: 0.006538, best_valid_loss: 0.005413
2023-06-20 10:19:46.200115: iter: [20/100], train_loss: 0.063740, valid_loss: 0.006220, best_valid_loss: 0.005413
2023-06-20 10:19:47.561471: iter: [21/100], train_loss: 0.063092, valid_loss: 0.004665, best_valid_loss: 0.004665
2023-06-20 10:19:48.839053: iter: [22/100], train_loss: 0.060230, valid_loss: 0.004380, best_valid_loss: 0.004380
2023-06-20 10:19:50.072752: iter: [23/100], train_loss: 0.059587, valid_loss: 0.004741, best_valid_loss: 0.004380
2023-06-20 10:19:51.289496: iter: [24/100], train_loss: 0.056903, valid_loss: 0.005509, best_valid_loss: 0.004380
2023-06-20 10:19:52.579046: iter: [25/100], train_loss: 0.058623, valid_loss: 0.004243, best_valid_loss: 0.004243
2023-06-20 10:19:53.886547: iter: [26/100], train_loss: 0.053121, valid_loss: 0.004156, best_valid_loss: 0.004156
2023-06-20 10:19:55.145180: iter: [27/100], train_loss: 0.051901, valid_loss: 0.004143, best_valid_loss: 0.004143
2023-06-20 10:19:56.318042: iter: [28/100], train_loss: 0.048757, valid_loss: 0.004271, best_valid_loss: 0.004143
2023-06-20 10:19:57.550744: iter: [29/100], train_loss: 0.049221, valid_loss: 0.004057, best_valid_loss: 0.004057
2023-06-20 10:19:58.793418: iter: [30/100], train_loss: 0.046629, valid_loss: 0.004013, best_valid_loss: 0.004013
2023-06-20 10:20:00.222594: iter: [31/100], train_loss: 0.045925, valid_loss: 0.003523, best_valid_loss: 0.003523
2023-06-20 10:20:01.723577: iter: [32/100], train_loss: 0.044051, valid_loss: 0.003885, best_valid_loss: 0.003523
2023-06-20 10:20:03.191650: iter: [33/100], train_loss: 0.042130, valid_loss: 0.003615, best_valid_loss: 0.003523
2023-06-20 10:20:04.952949: iter: [34/100], train_loss: 0.041627, valid_loss: 0.003390, best_valid_loss: 0.003390
2023-06-20 10:20:06.459906: iter: [35/100], train_loss: 0.039763, valid_loss: 0.003202, best_valid_loss: 0.003202
2023-06-20 10:20:08.119464: iter: [36/100], train_loss: 0.038515, valid_loss: 0.003086, best_valid_loss: 0.003086
2023-06-20 10:20:09.793985: iter: [37/100], train_loss: 0.037437, valid_loss: 0.002985, best_valid_loss: 0.002985
2023-06-20 10:20:11.360792: iter: [38/100], train_loss: 0.036984, valid_loss: 0.004883, best_valid_loss: 0.002985
2023-06-20 10:20:12.886709: iter: [39/100], train_loss: 0.039306, valid_loss: 0.003075, best_valid_loss: 0.002985
2023-06-20 10:20:14.428584: iter: [40/100], train_loss: 0.033653, valid_loss: 0.003442, best_valid_loss: 0.002985
2023-06-20 10:20:15.977439: iter: [41/100], train_loss: 0.032615, valid_loss: 0.002711, best_valid_loss: 0.002711
2023-06-20 10:20:17.461468: iter: [42/100], train_loss: 0.031987, valid_loss: 0.002897, best_valid_loss: 0.002711
2023-06-20 10:20:18.922559: iter: [43/100], train_loss: 0.032085, valid_loss: 0.003048, best_valid_loss: 0.002711
2023-06-20 10:20:20.476401: iter: [44/100], train_loss: 0.030600, valid_loss: 0.002440, best_valid_loss: 0.002440
2023-06-20 10:20:21.971401: iter: [45/100], train_loss: 0.030323, valid_loss: 0.002843, best_valid_loss: 0.002440
2023-06-20 10:20:23.474380: iter: [46/100], train_loss: 0.030258, valid_loss: 0.002546, best_valid_loss: 0.002440
2023-06-20 10:20:25.020243: iter: [47/100], train_loss: 0.028276, valid_loss: 0.002411, best_valid_loss: 0.002411
2023-06-20 10:20:26.485323: iter: [48/100], train_loss: 0.028833, valid_loss: 0.003364, best_valid_loss: 0.002411
2023-06-20 10:20:28.040163: iter: [49/100], train_loss: 0.029691, valid_loss: 0.002325, best_valid_loss: 0.002325
2023-06-20 10:20:29.529178: iter: [50/100], train_loss: 0.027579, valid_loss: 0.002436, best_valid_loss: 0.002325
2023-06-20 10:20:31.091998: iter: [51/100], train_loss: 0.026604, valid_loss: 0.002303, best_valid_loss: 0.002303
2023-06-20 10:20:32.644842: iter: [52/100], train_loss: 0.025080, valid_loss: 0.002143, best_valid_loss: 0.002143
2023-06-20 10:20:34.178738: iter: [53/100], train_loss: 0.025143, valid_loss: 0.002115, best_valid_loss: 0.002115
2023-06-20 10:20:35.723604: iter: [54/100], train_loss: 0.024606, valid_loss: 0.002015, best_valid_loss: 0.002015
2023-06-20 10:20:37.200653: iter: [55/100], train_loss: 0.024908, valid_loss: 0.002074, best_valid_loss: 0.002015
2023-06-20 10:20:38.657753: iter: [56/100], train_loss: 0.025361, valid_loss: 0.002093, best_valid_loss: 0.002015
2023-06-20 10:20:40.115854: iter: [57/100], train_loss: 0.025150, valid_loss: 0.002044, best_valid_loss: 0.002015
2023-06-20 10:20:41.599882: iter: [58/100], train_loss: 0.024458, valid_loss: 0.002033, best_valid_loss: 0.002015
2023-06-20 10:20:43.085905: iter: [59/100], train_loss: 0.023826, valid_loss: 0.002119, best_valid_loss: 0.002015
2023-06-20 10:20:44.566944: iter: [60/100], train_loss: 0.024444, valid_loss: 0.002112, best_valid_loss: 0.002015
2023-06-20 10:20:46.041996: iter: [61/100], train_loss: 0.024129, valid_loss: 0.002048, best_valid_loss: 0.002015
2023-06-20 10:20:47.540985: iter: [62/100], train_loss: 0.024141, valid_loss: 0.002164, best_valid_loss: 0.002015
2023-06-20 10:20:49.022022: iter: [63/100], train_loss: 0.023939, valid_loss: 0.002214, best_valid_loss: 0.002015
2023-06-20 10:20:50.578856: iter: [64/100], train_loss: 0.023708, valid_loss: 0.001999, best_valid_loss: 0.001999
2023-06-20 10:20:52.092805: iter: [65/100], train_loss: 0.023923, valid_loss: 0.002029, best_valid_loss: 0.001999
